Sexo;Comunidades y Ciudades Autónomas;Nivel de formación alcanzado;Periodo;Total
Hombres;05 Canarias;Educación primaria;2022T4;12,2
Hombres;05 Canarias;Educación primaria;2022T3;12,0
Hombres;05 Canarias;Educación primaria;2022T2;11,2
Hombres;05 Canarias;Educación primaria;2022T1;10,4
Hombres;05 Canarias;Educación primaria;2021T4;11,0
Hombres;05 Canarias;Educación primaria;2021T3;11,4
Hombres;05 Canarias;Educación primaria;2021T2;12,5
Hombres;05 Canarias;Educación primaria;2021T1;13,2
Hombres;05 Canarias;Primera etapa de Educación Secundaria y similar;2023T4;30,4
Hombres;05 Canarias;Primera etapa de Educación Secundaria y similar;2023T3;30,2
Hombres;05 Canarias;Primera etapa de Educación Secundaria y similar;2023T2;30,6
Hombres;05 Canarias;Primera etapa de Educación Secundaria y similar;2023T1;29,3
Hombres;05 Canarias;Primera etapa de Educación Secundaria y similar;2022T4;27,8
Hombres;05 Canarias;Primera etapa de Educación Secundaria y similar;2022T3;27,6
Hombres;05 Canarias;Primera etapa de Educación Secundaria y similar;2022T2;29,2
Hombres;05 Canarias;Primera etapa de Educación Secundaria y similar;2022T1;29,0
Hombres;05 Canarias;Primera etapa de Educación Secundaria y similar;2021T4;28,6
Hombres;05 Canarias;Primera etapa de Educación Secundaria y similar;2021T3;27,4
Hombres;05 Canarias;Primera etapa de Educación Secundaria y similar;2021T2;28,1
Hombres;05 Canarias;Primera etapa de Educación Secundaria y similar;2021T1;27,7
Hombres;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2023T4;18,3
Hombres;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2023T3;18,4
Hombres;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2023T2;17,7
Hombres;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2023T1;18,1
Hombres;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2022T4;17,6
Hombres;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2022T3;18,0
Hombres;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2022T2;18,8
Hombres;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2022T1;18,1
Hombres;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2021T4;17,1
Hombres;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2021T3;18,0
Hombres;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2021T2;18,2
Hombres;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2021T1;16,8
Hombres;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;8,7
Hombres;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;9,2
Hombres;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;9,4
Hombres;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;8,8
Hombres;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;8,9
Hombres;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;8,7
Hombres;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;8,4
Hombres;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;8,9
Hombres;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;7,7
Hombres;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;9,3
Hombres;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;8,5
Hombres;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;8,3
Hombres;05 Canarias;Educación superior;2023T4;25,8
Hombres;05 Canarias;Educación superior;2023T3;24,9
Hombres;05 Canarias;Educación superior;2023T2;24,7
Hombres;05 Canarias;Educación superior;2023T1;25,7
Hombres;05 Canarias;Educación superior;2022T4;28,0
Hombres;05 Canarias;Educación superior;2022T3;27,8
Hombres;05 Canarias;Educación superior;2022T2;27,1
Hombres;05 Canarias;Educación superior;2022T1;28,2
Hombres;05 Canarias;Educación superior;2021T4;29,5
Hombres;05 Canarias;Educación superior;2021T3;27,5
Hombres;05 Canarias;Educación superior;2021T2;26,3
Hombres;05 Canarias;Educación superior;2021T1;27,4
Hombres;06 Cantabria;Analfabetos;2023T4;0,2
Hombres;06 Cantabria;Analfabetos;2023T3;0,2
Hombres;06 Cantabria;Analfabetos;2023T2;0,3
Hombres;06 Cantabria;Analfabetos;2023T1;0,3
Hombres;06 Cantabria;Analfabetos;2022T4;0,6
Hombres;06 Cantabria;Analfabetos;2022T3;0,3
Hombres;06 Cantabria;Analfabetos;2022T2;0,3
Hombres;06 Cantabria;Analfabetos;2022T1;0,3
Hombres;06 Cantabria;Analfabetos;2021T4;0,2
Hombres;06 Cantabria;Analfabetos;2021T3;0,2
Hombres;06 Cantabria;Analfabetos;2021T2;0,3
Hombres;06 Cantabria;Analfabetos;2021T1;0,3
Hombres;06 Cantabria;Estudios primarios incompletos;2023T4;0,4
Hombres;06 Cantabria;Estudios primarios incompletos;2023T3;0,4
Hombres;06 Cantabria;Estudios primarios incompletos;2023T2;0,4
Hombres;06 Cantabria;Estudios primarios incompletos;2023T1;0,6
Hombres;06 Cantabria;Estudios primarios incompletos;2022T4;0,6
Hombres;06 Cantabria;Estudios primarios incompletos;2022T3;0,8
Hombres;06 Cantabria;Estudios primarios incompletos;2022T2;0,7
Hombres;06 Cantabria;Estudios primarios incompletos;2022T1;0,8
Hombres;06 Cantabria;Estudios primarios incompletos;2021T4;1,1
Hombres;06 Cantabria;Estudios primarios incompletos;2021T3;0,9
Hombres;06 Cantabria;Estudios primarios incompletos;2021T2;0,6
Hombres;06 Cantabria;Estudios primarios incompletos;2021T1;0,8
Hombres;06 Cantabria;Educación primaria;2023T4;5,6
Hombres;06 Cantabria;Educación primaria;2023T3;5,3
Hombres;06 Cantabria;Educación primaria;2023T2;5,8
Hombres;06 Cantabria;Educación primaria;2023T1;6,9
Hombres;06 Cantabria;Educación primaria;2022T4;7,4
Hombres;06 Cantabria;Educación primaria;2022T3;7,0
Hombres;06 Cantabria;Educación primaria;2022T2;7,1
Hombres;06 Cantabria;Educación primaria;2022T1;7,5
Hombres;06 Cantabria;Educación primaria;2021T4;7,1
Hombres;06 Cantabria;Educación primaria;2021T3;7,4
Hombres;06 Cantabria;Educación primaria;2021T2;8,5
Hombres;06 Cantabria;Educación primaria;2021T1;7,7
Hombres;06 Cantabria;Primera etapa de Educación Secundaria y similar;2023T4;29,1
Hombres;06 Cantabria;Primera etapa de Educación Secundaria y similar;2023T3;29,6
Hombres;06 Cantabria;Primera etapa de Educación Secundaria y similar;2023T2;31,5
Hombres;06 Cantabria;Primera etapa de Educación Secundaria y similar;2023T1;31,7
Hombres;06 Cantabria;Primera etapa de Educación Secundaria y similar;2022T4;31,3
Hombres;06 Cantabria;Primera etapa de Educación Secundaria y similar;2022T3;32,5
Hombres;06 Cantabria;Primera etapa de Educación Secundaria y similar;2022T2;33,2
Hombres;06 Cantabria;Primera etapa de Educación Secundaria y similar;2022T1;33,6
Hombres;06 Cantabria;Primera etapa de Educación Secundaria y similar;2021T4;33,7
Hombres;06 Cantabria;Primera etapa de Educación Secundaria y similar;2021T3;32,7
Hombres;06 Cantabria;Primera etapa de Educación Secundaria y similar;2021T2;33,5
Hombres;06 Cantabria;Primera etapa de Educación Secundaria y similar;2021T1;32,5
Hombres;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2023T4;13,9
Hombres;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2023T3;13,6
Hombres;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2023T2;14,5
Hombres;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2023T1;14,3
Hombres;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2022T4;14,9
Hombres;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2022T3;14,4
Hombres;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2022T2;14,0
Hombres;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2022T1;12,9
Hombres;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2021T4;12,4
Hombres;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2021T3;13,4
Hombres;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2021T2;12,1
Hombres;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2021T1;12,6
Hombres;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;11,1
Hombres;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;10,2
Hombres;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;10,1
Hombres;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;9,9
Hombres;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;10,6
Hombres;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;10,5
Hombres;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;9,8
Hombres;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;11,7
Hombres;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;12,1
Hombres;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;11,8
Hombres;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;11,7
Hombres;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;12,7
Hombres;06 Cantabria;Educación superior;2023T4;39,6
Hombres;06 Cantabria;Educación superior;2023T3;40,6
Hombres;06 Cantabria;Educación superior;2023T2;37,4
Hombres;06 Cantabria;Educación superior;2023T1;36,4
Hombres;06 Cantabria;Educación superior;2022T4;34,6
Hombres;06 Cantabria;Educación superior;2022T3;34,5
Hombres;06 Cantabria;Educación superior;2022T2;34,8
Hombres;06 Cantabria;Educación superior;2022T1;33,2
Hombres;06 Cantabria;Educación superior;2021T4;33,4
Hombres;06 Cantabria;Educación superior;2021T3;33,6
Hombres;06 Cantabria;Educación superior;2021T2;33,2
Hombres;06 Cantabria;Educación superior;2021T1;33,4
Hombres;07 Castilla y León;Analfabetos;2023T4;0,4
Hombres;07 Castilla y León;Analfabetos;2023T3;0,4
Hombres;07 Castilla y León;Analfabetos;2023T2;0,6
Hombres;07 Castilla y León;Analfabetos;2023T1;0,6
Hombres;07 Castilla y León;Analfabetos;2022T4;0,6
Hombres;07 Castilla y León;Analfabetos;2022T3;0,6
Hombres;07 Castilla y León;Analfabetos;2022T2;0,7
Hombres;07 Castilla y León;Analfabetos;2022T1;0,5
Hombres;07 Castilla y León;Analfabetos;2021T4;0,5
Hombres;07 Castilla y León;Analfabetos;2021T3;0,5
Hombres;07 Castilla y León;Analfabetos;2021T2;0,5
Hombres;07 Castilla y León;Analfabetos;2021T1;0,4
Hombres;07 Castilla y León;Estudios primarios incompletos;2023T4;2,6
Hombres;07 Castilla y León;Estudios primarios incompletos;2023T3;2,3
Hombres;07 Castilla y León;Estudios primarios incompletos;2023T2;2,4
Hombres;07 Castilla y León;Estudios primarios incompletos;2023T1;2,2
Hombres;07 Castilla y León;Estudios primarios incompletos;2022T4;1,9
Hombres;07 Castilla y León;Estudios primarios incompletos;2022T3;2,0
Hombres;07 Castilla y León;Estudios primarios incompletos;2022T2;1,8
Hombres;07 Castilla y León;Estudios primarios incompletos;2022T1;2,2
Hombres;07 Castilla y León;Estudios primarios incompletos;2021T4;2,1
Hombres;07 Castilla y León;Estudios primarios incompletos;2021T3;2,1
Hombres;07 Castilla y León;Estudios primarios incompletos;2021T2;2,1
Hombres;07 Castilla y León;Estudios primarios incompletos;2021T1;2,1
Hombres;07 Castilla y León;Educación primaria;2023T4;12,2
Hombres;07 Castilla y León;Educación primaria;2023T3;12,6
Hombres;07 Castilla y León;Educación primaria;2023T2;13,4
Hombres;07 Castilla y León;Educación primaria;2023T1;14,4
Hombres;07 Castilla y León;Educación primaria;2022T4;13,2
Hombres;07 Castilla y León;Educación primaria;2022T3;13,3
Hombres;07 Castilla y León;Educación primaria;2022T2;13,5
Hombres;07 Castilla y León;Educación primaria;2022T1;13,7
Hombres;07 Castilla y León;Educación primaria;2021T4;14,1
Hombres;07 Castilla y León;Educación primaria;2021T3;13,7
Hombres;07 Castilla y León;Educación primaria;2021T2;13,2
Hombres;07 Castilla y León;Educación primaria;2021T1;12,9
Hombres;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2023T4;32,1
Hombres;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2023T3;30,9
Hombres;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2023T2;30,8
Hombres;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2023T1;31,4
Hombres;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2022T4;30,9
Hombres;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2022T3;31,7
Hombres;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2022T2;32,5
Hombres;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2022T1;33,0
Hombres;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2021T4;32,4
Hombres;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2021T3;33,0
Hombres;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2021T2;34,4
Hombres;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2021T1;34,2
Hombres;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2023T4;13,6
Hombres;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2023T3;13,8
Hombres;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2023T2;14,0
Hombres;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2023T1;13,8
Hombres;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2022T4;14,5
Hombres;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2022T3;13,9
Hombres;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2022T2;14,0
Hombres;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2022T1;13,7
Hombres;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2021T4;13,9
Hombres;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2021T3;13,6
Hombres;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2021T2;12,8
Hombres;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2021T1;12,9
Hombres;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;9,6
